tid,election,violence,date
684390920872181764,no,no,unknown

671896830762983424,no,no,unknown

674790668800237569,yes,no,unknown

662236607966273536,no,no,unknown

662742048500416512,yes,no,unknown

684891205012946944,no,no,unknown

673866205569118210,no,no,unknown

676701900759281664,yes,violence,2015-12-15

675133789727797252,no,no,unknown

679468737850916864,no,no,unknown

672942387845558272,no,no,unknown

666409758249742336,no,no,unknown

664473596623003648,yes,no,unknown

665707985260408833,no,no,unknown

676258326590709764,no,no,unknown

665652883472449536,no,no,unknown

669942821231685632,yes,no,unknown

671871767871414272,yes,no,unknown

672496525948399616,yes,no,unknown

665319768564432896,no,no,unknown

667685857550311424,yes,no,unknown

665621655859892224,no,no,unknown

663529680771915776,yes,no,unknown

684408410444533760,yes,no,unknown

675040434343792640,no,no,unknown

669208085924290560,yes,no,unknown

669712107122917376,yes,no,unknown

675713939859046400,yes,no,unknown

665343599614099456,yes,no,unknown

670294260357443585,no,no,unknown

672536858908368897,no,no,unknown

676420927777734656,no,no,unknown

668925210314285057,yes,no,unknown

675958033663590401,yes,no,unknown

671659542397218816,yes,no,unknown

665277914930221056,yes,no,unknown

670351927973163008,yes,violence,unknown

684532408998326272,yes,violence,2016-01-05

688007731270266883,no,no,unknown

673637287180279808,no,no,unknown

672532976002015232,no,no,unknown

676201019886407680,no,no,unknown

662218087257808896,yes,violence,2015-11-05

662063962314440704,no,no,unknown

675171238067740674,yes,no,unknown

666390978148741120,no,no,unknown

665608486944903168,yes,no,unknown

662084463602585600,yes,no,unknown

665364558022893569,no,no,unknown

672506717226328068,no,no,unknown

676846672035635200,no,no,unknown

674674784240799744,no,no,unknown

675530441827467264,yes,no,unknown

674751586766319616,no,no,unknown

673843937270882304,yes,no,unknown

675317458463563776,no,no,unknown

684712609380196352,no,no,unknown

666331872797073412,no,no,unknown

667072139497971713,no,no,unknown

686552678390829056,no,no,unknown

668911273002840064,yes,no,unknown

671865318353014784,yes,no,unknown

673660884590436352,no,no,unknown

673212900023140353,yes,no,unknown

672572093716963328,yes,no,unknown

669119888968056832,no,no,unknown

680883208091774976,yes,no,unknown

672956400381898753,yes,violence,2015-12-04

668953673993732101,no,no,unknown

684752720507584512,no,no,unknown

673498036119670785,yes,malpractice,2015-12-06

674273864646393856,no,no,unknown

674303290662891520,no,no,unknown

684880301407862785,no,no,unknown

673165025503219712,no,no,unknown

681869854907957248,no,no,unknown

672668040438222848,yes,no,unknown

676544322603491328,no,no,unknown

667134535474221057,yes,violence,2015-11-18

674261375984775169,yes,no,unknown

669560247078535171,no,no,unknown

669434105742778369,no,no,unknown

676106128946814976,yes,no,unknown

666654778584342528,no,no,unknown

673944044008022016,yes,no,unknown

671013789173698564,yes,no,unknown

661266037632028673,no,no,unknown

667330578904141824,yes,no,unknown

670031437387702273,no,no,unknown

673223276013948928,yes,no,unknown

673733982186549248,yes,no,unknown

673138182146265088,yes,violence,2015-12-05

670649461174087681,yes,no,unknown

682049311736119296,no,no,unknown

684011125491535873,yes,no,unknown

664308205338669057,no,no,unknown

676851732383690752,no,no,unknown

670194820166656001,yes,no,unknown

675460091823308800,yes,no,unknown

676873254875869184,no,no,unknown

662354099401318400,no,no,unknown

672008586130796544,yes,violence,2015-12-02

676418144773251073,no,no,unknown

671805710670405632,no,no,unknown

671922900417552384,yes,no,unknown

669255523213156352,no,no,unknown

663832342931353600,yes,no,unknown

664490629746008064,no,no,unknown

666387439255232513,no,no,unknown

675169474375524352,no,no,unknown

664821006150840320,no,no,unknown

664607992302706688,no,no,unknown

676851986738913284,yes,no,unknown

675799654366228481,no,no,unknown

664807933595791360,no,no,unknown

676531817978142721,no,no,unknown

678270607939760128,yes,no,unknown

675543625762267136,no,no,unknown

674234763213950976,no,no,unknown

673483451836837888,yes,no,unknown

684482711822708736,yes,violence,2016-01-05

670625364780179456,no,no,unknown

675462245996982272,no,no,unknown

664401770387521536,no,no,unknown

666020331920953344,no,no,unknown

667168935951863808,yes,no,unknown

675318710169673730,no,no,unknown

675407585286168577,no,no,unknown

665076811852849152,no,no,unknown

676405250933268481,no,no,unknown

663747919426797570,yes,no,unknown

669689385374248961,no,no,unknown

671692486855782400,no,no,unknown

671041251404304384,yes,no,unknown

666751296255455233,yes,no,unknown

676034204661121028,no,no,unknown

662440784143253504,no,no,unknown

673639471875624960,yes,no,unknown

672973674454978560,no,no,unknown

675496370980155392,no,no,unknown

677589131174805505,yes,no,unknown

684072646238167040,no,no,unknown

676368285127073794,yes,no,unknown

675145623532937217,yes,no,unknown

662457409449943040,yes,violence,2015-11-05

670470129986183169,yes,violence,unknown

669337520807804928,no,no,unknown

676892480625901568,no,no,unknown

668237866066182144,no,no,unknown

672772581204828160,no,no,unknown

676399511623847938,no,no,unknown

666978885024772096,yes,violence,2015-11-18

675816821136617472,no,no,unknown

671459966251884544,no,no,unknown

672483517691994112,yes,no,unknown

666092084412211200,no,no,unknown

684542864580341762,no,no,unknown

664823356970127360,yes,malpractice,2015-11-12

673856350728925184,yes,no,unknown

670586687685304321,no,no,unknown

687164593572081664,yes,malpractice,2016-01-13

673551387393990660,yes,violence,2015-12-06

675373920040656896,no,no,unknown

669294414876028928,no,no,unknown

674986408940068864,yes,no,unknown

669125803041538050,no,no,unknown

667007863626309632,yes,no,unknown

673275392896159744,yes,violence,2015-12-05

672519337052348416,no,no,unknown

667832715434000384,no,no,unknown

671082108874588165,yes,no,unknown

670393576929538050,yes,violence,2015-11-27

675375863383384065,no,no,unknown

673285689581182977,yes,no,unknown

665662551460552706,no,no,unknown

675265943312928768,no,no,unknown

666444934032064512,no,no,unknown

670401200974651394,no,no,unknown

672837796948746240,yes,violence,unknown

662584889477320704,no,no,unknown

684838644952240128,no,no,unknown

671359693563035649,no,no,unknown

676220000512921600,no,no,unknown

672451496085078016,yes,no,unknown

671723371579731968,yes,no,unknown

661850295404789760,yes,no,unknown

684420109025316864,no,no,unknown

672560034757386241,no,no,unknown

684169041716592640,no,no,unknown

670708588432793600,yes,no,unknown

667240368392409088,no,no,unknown

664589967721701378,no,no,unknown

672842202154967040,yes,no,unknown

665956855949209601,yes,no,unknown

666799042001772544,no,no,unknown

666973740362801154,yes,no,unknown

673501797655445504,yes,no,unknown

676176968929406980,no,no,unknown

685342236683403264,no,no,unknown

670677275772366848,no,no,unknown

674871274649296896,no,no,unknown

681895326505156608,no,no,unknown

669206403597365250,yes,no,unknown

684765764797251585,no,no,unknown

674723068095393792,no,no,unknown

662216846016409600,no,no,unknown

673839762067689472,no,no,unknown

676460297847234560,no,no,unknown

676047242793365504,no,no,unknown

674938718738886656,yes,violence,2015-12-10

675770343022272514,no,no,unknown

669176700614373376,yes,no,unknown

665915752344592384,no,no,unknown

676567998165999617,no,no,unknown

675753918056542208,yes,no,unknown

675188351205515264,no,no,unknown

677734184849424384,no,no,unknown

671047932263682048,no,no,unknown

667128996186951680,yes,no,unknown

671719544776433665,no,no,unknown

673530732816539648,yes,violence,2015-12-06

685646996087111680,no,no,unknown

672599441103306752,yes,no,unknown

673221032744980481,yes,no,unknown

676164285748404225,no,no,unknown

669616910867107840,no,no,unknown

662398232966905857,no,no,unknown

662465953473667072,yes,violence,2015-11-05

676956102769160194,no,no,unknown

671351432445100034,yes,no,unknown

686201956063440897,no,no,unknown

664900408817623040,no,no,unknown

670656156948299776,yes,no,unknown

670060728724885504,yes,violence,2015-11-26

670853471747330048,yes,no,unknown

673774675521110016,no,no,unknown

665162200798134272,no,no,unknown

669133379212849152,no,no,unknown

687015758493257729,no,no,unknown

667771932671131649,no,no,unknown

664577979075416064,no,no,unknown

666005261694459905,no,no,unknown

672031052584628224,yes,no,unknown

671514520532201473,no,no,unknown

677631855135481862,no,no,unknown

684377078624579584,yes,no,unknown

671871705502064644,yes,no,unknown

662405717274570755,no,no,unknown

684918245539876866,yes,no,unknown

665513144752713728,no,no,unknown

666965402598133760,yes,malpractice,2015-11-18

667310116794863618,yes,no,unknown

673550870827651072,yes,no,unknown

675405612117831680,no,no,unknown

672027242726297600,no,no,unknown

672578930323431425,no,no,unknown

684144400587423744,no,no,unknown

667721568689242112,no,no,unknown

669101545494028292,yes,no,unknown

680003836585623552,yes,no,unknown

665876715357536256,yes,malpractice,2015-11-15

666487535804092416,no,no,unknown

674395286123491329,no,no,unknown

667154023385051136,no,no,unknown

671500918207172608,no,no,unknown

678598527342149632,no,no,unknown

672562038070054913,no,no,unknown

669867668372070400,yes,no,unknown

673713202077769728,no,no,unknown

671795147542126596,no,no,unknown

684911581562535936,yes,no,unknown

669275430424322048,no,no,unknown

676966684884865024,yes,no,unknown

685941900008816640,no,no,unknown

671822214589751296,no,no,unknown

662201341566128128,yes,no,unknown

684352591543713792,no,no,unknown

670357169133473792,no,no,unknown

664602503816871940,yes,no,unknown

668589866624663554,no,no,unknown

669646315517812736,no,no,unknown

685229635832012801,no,no,unknown

675048307509563392,yes,malpractice,2015-12-10

667457651022962688,no,no,unknown

665633596833529856,no,no,unknown

673189034605346816,no,no,unknown

673738379390009344,yes,no,unknown

667157265623990272,no,no,unknown

681523553154543616,yes,violence,2015-12-28

666752828531191809,no,no,unknown

665948664406372353,yes,no,unknown

668594184056647680,no,no,unknown

664480637491920896,yes,no,unknown

666389291556319232,no,no,unknown

665614334358368257,yes,no,unknown

669528702536036353,yes,no,unknown

668975906107559937,yes,no,unknown

669867049779335168,no,no,unknown

669196278094553089,no,no,unknown

673550957783879680,yes,no,unknown

672918053823361024,no,no,unknown

673804294097883136,yes,no,unknown

669935586845814784,yes,malpractice,2015-11-26

669729646066475008,yes,violence,2015-11-25

672562120274403328,yes,no,unknown

684015479317467138,no,no,unknown

669514978278404096,yes,no,unknown

673314189776130048,yes,no,unknown

672846080711651331,no,no,unknown

675676100639531008,no,no,unknown

669190997751017472,yes,no,unknown

669866888885874688,yes,violence,2015-11-26

677544481294561281,no,no,unknown

665682076109246464,no,no,unknown

669498498572775424,yes,no,unknown

665983210527047681,no,no,unknown

674372505738571776,no,no,unknown

668765311747948544,yes,malpractice,2015-11-23

673730541355667457,yes,no,unknown

670002948152369156,yes,violence,2015-11-26

676172638159544320,no,no,unknown

674684094060617729,yes,no,unknown

668606624446156800,no,no,unknown

685987449907097600,no,no,unknown

675830139180195840,no,no,unknown

672525660917735424,no,no,unknown

684547571877056512,no,no,unknown

684414312497164288,no,no,unknown

662072719563988992,no,no,unknown

673551188625870848,yes,no,unknown

664813429283094528,yes,no,unknown

670594249159778304,no,no,unknown

670668209826177024,no,no,unknown

676958066210938880,no,no,unknown

663159656068587520,no,no,unknown

665030840452300800,no,no,unknown

674540161091375104,no,no,unknown

666761452909404160,yes,no,unknown

676171595610759169,no,no,unknown

675172080892174338,no,no,unknown

681297516093173760,no,no,unknown

667137907333853184,yes,no,unknown

676701782551171072,no,no,unknown

681427372403474432,no,no,unknown

674332991867510784,yes,no,unknown

668749753904185344,yes,no,unknown

667915758920409088,yes,no,unknown

666381192086753280,yes,no,unknown

669996658210549760,no,no,unknown

676828125876133889,no,no,unknown

664353357281144832,no,no,unknown

675135185462140928,yes,no,unknown

666277115009081344,no,no,unknown

673745692150624256,no,no,unknown

674403172228702209,no,no,unknown

676924042176237569,no,no,unknown

674387290882310144,no,no,unknown

662735056788520961,yes,no,unknown

662229734735151104,yes,no,unknown

670618019903639552,no,no,unknown

664916530740764672,no,no,unknown

662302263449411584,yes,no,unknown

665741291041460224,no,no,unknown

674791345786089474,no,no,unknown

667695460379983872,no,no,unknown

661381693090226177,yes,no,unknown

684823599836954625,no,no,unknown

667291621348610051,no,no,unknown

670262984393039873,no,no,unknown

671459344077164544,no,no,unknown

669689036127252480,yes,violence,2015-11-25

684118082969821184,no,no,unknown

665518572832227328,no,no,unknown

673443877739712516,yes,no,unknown

668991258233180160,yes,no,unknown

664767253859143680,no,no,unknown

673276679566057472,no,no,unknown

669711855712141312,yes,no,unknown

676859567767187456,yes,no,unknown

665149156357447680,no,no,unknown

662210846622371840,no,no,unknown

675769021808144384,no,no,unknown

684815175644352512,no,no,unknown

671488450755981313,no,no,unknown

673697789650599936,no,no,unknown

687061282479013892,yes,malpractice,2016-01-12

672504544740433920,yes,no,unknown

673193158285520897,no,no,unknown

675029058606997505,no,no,unknown

674756178455474176,no,no,unknown

664505168134848512,yes,no,unknown

676059602807595008,no,no,unknown

672467018621329408,yes,no,unknown

667045815563771904,yes,no,unknown

676953086338981888,yes,no,unknown

664918168721199104,yes,no,unknown

664570866018177024,no,no,unknown

663452500255723520,yes,no,unknown

667055301502349312,yes,no,unknown

670236475871649792,yes,no,unknown

662236148895498240,yes,no,unknown

677876330155761664,no,no,unknown

676846086229766144,no,no,unknown

684153009392250881,no,no,unknown

662418628747395074,yes,no,unknown

669646786458464257,no,no,unknown

666209943842897920,no,no,unknown

673233103415091200,no,no,unknown

663139520867627008,yes,no,unknown

675366183923789826,yes,no,unknown

666392945784922113,yes,no,unknown

673184383839399936,yes,no,unknown

675044793265889280,yes,violence,2015-12-10

670421695409348608,no,no,unknown

670654808097951745,no,no,unknown

685452635722387456,no,no,unknown

670570038949122048,yes,no,unknown

672588904915181568,yes,no,unknown

672007894389403649,yes,no,unknown

676474510841937920,no,no,unknown

672475276748656640,yes,no,unknown

665016546843082752,yes,no,unknown

674322306148278272,no,no,unknown

684169546744348673,yes,no,unknown

668655811279904770,yes,no,unknown

662474882526130176,yes,no,unknown

671775360799870976,yes,no,unknown

666730785785962497,no,no,unknown

672957321144741888,yes,no,unknown

669967175222992896,no,no,unknown

681880367205380096,no,no,unknown

672027067026927617,yes,no,unknown

665357470886313985,yes,no,unknown

684753927238201348,no,no,unknown

674042567374331904,no,no,unknown

674043425600184320,no,no,unknown

678754720635310080,no,no,unknown

668599072882823169,no,no,unknown

666706585234907138,yes,no,unknown

682660740159922176,no,no,unknown

669712516587626496,yes,no,unknown

664588684520464384,yes,no,unknown

676845015818215424,no,no,unknown

667362314329399296,no,no,unknown

671918475024211968,yes,no,unknown

662267309042630656,no,no,unknown

666192698144083970,no,no,unknown

674789804505235456,yes,no,unknown

678614250689007620,no,no,unknown

684923132457652224,no,no,unknown

673747005965996033,no,no,unknown

673216735189823488,yes,no,unknown

668928573080739840,yes,violence,2015-11-23

676520017161289729,no,no,unknown

680498806664871936,no,no,unknown

674277691982499840,yes,no,unknown

675303623799214081,yes,no,unknown

684121014075310082,no,no,unknown

675444540166262784,no,no,unknown

662251138184380416,yes,no,unknown

669087555879616512,no,no,unknown

671042265423441924,no,no,unknown

671463111736471556,no,no,unknown

665857306274304002,yes,no,unknown

665723558245609473,yes,no,unknown

674261190386782208,no,no,unknown

670328608980910081,no,no,unknown

667160911661035520,no,no,unknown

669726117918597124,yes,no,unknown

672560265284747267,yes,no,unknown

661890648501567488,no,no,unknown

667315779843436548,no,no,unknown

674031402057400322,no,no,unknown

672924268611682304,yes,no,unknown

688010549486039041,no,no,unknown

670460301188419584,no,no,unknown

676857781639651328,yes,no,unknown

670768779165569024,no,no,unknown

672752481168965632,yes,no,unknown

684873665268301824,no,no,unknown

662446437695926272,no,no,unknown

685097342953914368,yes,no,unknown

667306332823777280,yes,no,unknown

668941205082763264,yes,violence,2015-11-23

669197347772059648,yes,no,unknown

674400662776623104,yes,no,unknown

673565015362899968,no,no,unknown

669628638078345216,yes,violence,2015-11-25

666731698198024192,no,no,unknown

665251811943690240,yes,no,unknown

665568590196817921,yes,no,unknown

670059233778524160,no,no,unknown

671755742559514624,yes,no,unknown

684878117358448646,yes,violence,2016-01-06

670719237439299584,no,no,unknown

686643999650779136,no,no,unknown

664917783365439489,no,no,unknown

676885125020442624,no,no,unknown

670331363032084480,no,no,unknown

684168827635109888,yes,no,unknown

676955378052145153,no,no,unknown

667783334051889157,no,no,unknown

676311192332320768,no,no,unknown

673497088051838976,yes,no,unknown

674986683167830016,yes,no,unknown

686307836901601280,no,no,unknown

671692768528478208,no,no,unknown

675251642837671936,no,no,unknown

672808936509190144,no,no,unknown

666614855135285248,no,no,unknown

671469949525827584,no,no,unknown

685238356293230592,no,no,unknown

664978254739185665,no,no,unknown

666600038714445824,no,no,unknown

667166172622823424,no,no,unknown

668793127600279554,yes,no,unknown

684808862323597312,no,no,unknown

670060750942158853,yes,violence,unknown

666399711188897792,yes,no,unknown

664982899532410881,yes,no,unknown

684119552289038336,no,no,unknown

674588035866976256,no,no,unknown

665416437591355397,yes,no,unknown

672547314674831360,yes,no,unknown

671474980211834881,no,no,unknown

682782540176859136,yes,no,unknown

666804742451044357,yes,no,unknown

666101232986140672,yes,no,unknown

676887602557939712,no,no,unknown

674278812381798400,no,no,unknown

667071125290098690,yes,violence,2015-11-18

667672924279709696,no,no,unknown

684187512869384192,yes,no,unknown

685092462747062277,no,no,unknown

664914119447994370,no,no,unknown

671941772835168256,no,no,unknown

675311900205404160,no,no,unknown

667116395994460160,no,no,unknown

668932578783666176,no,no,unknown

675146605297815552,yes,no,unknown

675484053383024640,yes,no,unknown

671013139505262592,yes,no,unknown

684158746520629252,no,no,unknown

685293831814680576,no,no,unknown

672856636483092482,no,no,unknown

667363247796969472,no,no,unknown

667375187042635776,yes,no,unknown

661372567232626688,no,no,unknown

667300631162449920,no,no,unknown

662240332118102016,no,no,unknown

664646348432646144,yes,no,unknown

662263879427297280,no,no,unknown

678974740464328704,no,no,unknown

669149141147254784,yes,no,unknown

670449929442238464,yes,no,unknown

672876458679926784,no,no,unknown

671059192535515136,yes,no,unknown

675823474020077568,no,no,unknown

682669491847884800,no,no,unknown

674404165100015617,yes,no,unknown

674985890297585664,yes,no,unknown

664493622440644608,no,no,unknown

675017701929050112,yes,no,unknown

670578025206063104,no,no,unknown

674771120726392832,no,no,unknown

667052849449291776,yes,violence,2015-11-18

667846423573057536,yes,no,unknown

673109287846195200,yes,no,unknown

662467681124294656,yes,no,unknown

671836350547664897,no,no,unknown

673743224234745856,no,no,unknown

675430174519926784,no,no,unknown

675805885319499777,no,no,unknown

676521988794417152,no,no,unknown

672829699555467265,yes,no,unknown

675793581848797184,no,no,unknown

674006898685943808,yes,no,unknown

669181540417601539,yes,no,unknown

666756086301462528,no,no,unknown

674064383702523904,yes,no,unknown

685821934278344704,no,no,unknown

665310038207152130,no,no,unknown

669181637880582144,yes,no,unknown

684164854811389952,no,no,unknown

684833462994518016,no,no,unknown

667158961104269312,yes,no,unknown

676951162638213120,no,no,unknown

674702222811381760,yes,no,unknown

687459553131282432,no,no,unknown

684921488412143618,no,no,unknown

673616151256125445,no,no,unknown

666730269466955776,yes,no,unknown

665904022562447360,no,no,unknown

669186321609568256,yes,no,unknown

674656443023388672,no,no,unknown

676854617859313664,no,no,unknown

671410848099917826,no,no,unknown

681159235019870208,no,no,unknown

673503583661334529,yes,no,unknown

666728775367946240,no,no,unknown

671828317033623552,no,no,unknown

671645403964665856,no,no,unknown

685859191425241092,no,no,unknown

675302584337506304,yes,violence,2015-12-11

673654563577155584,no,no,unknown

667836492895674369,no,no,unknown

676723509473746944,no,no,unknown

674761813758734336,no,no,unknown

671334685197340672,no,no,unknown

667313599031828480,no,no,unknown

676933538252496896,yes,no,unknown

667019068034129920,yes,malpractice,2015-11-18

684896646719770629,no,no,unknown

682405200058052608,no,no,unknown

664607718360154112,yes,no,unknown

666614860533362688,no,no,unknown

667026709401706496,yes,violence,2015-11-18

684881405533405184,no,no,unknown

672430896474140672,no,no,unknown

676373848711897088,no,no,unknown

673641767581917185,no,no,unknown

674273924864020480,yes,no,unknown

667708316144017408,no,no,unknown

674171630860541952,no,no,unknown

669292056951394304,yes,no,unknown

674351641232064513,no,no,unknown

684448039142985729,yes,no,unknown

671903993812164608,yes,no,unknown

678956798448164866,no,no,unknown

666049941991653376,yes,no,unknown

675095825433952257,no,no,unknown

669959681448783872,yes,no,unknown

669891085032939521,yes,no,unknown

672455157049917440,yes,no,unknown

667661546223476736,yes,no,unknown

671356375038099461,yes,no,unknown

666996114688761857,no,no,unknown

671364150963085312,no,no,unknown

668146209853337600,no,no,unknown

674375849622147072,yes,no,unknown

668735489348730880,no,no,unknown

675488710335602690,no,no,unknown

670733254035701760,no,no,unknown

667405827637161986,yes,violence,2015-11-19

668422750776762368,yes,no,unknown

676225711712002048,no,no,unknown

673503570185035776,yes,no,unknown

684184728036061186,no,no,unknown

674398435706056705,no,no,unknown

673209877590908929,yes,no,unknown

673751171853586432,yes,no,unknown

669320447163564032,yes,violence,2015-11-24

671880413627867136,no,no,unknown

666284509676101632,yes,no,unknown

666820943910715393,no,no,unknown

675319626427863040,yes,malpractice,2015-12-11

661551608157749249,yes,violence,2015-11-03

684018096659632128,yes,no,unknown

673715739501707264,yes,no,unknown

684428554453516288,no,no,unknown

675505866825736192,no,no,unknown

667748324108275712,yes,no,unknown

684092347093782533,no,no,unknown

671504504769114113,no,no,unknown

678361202402140162,no,no,unknown

665609808792408065,no,no,unknown

669652835735244800,no,no,unknown

686593263818571776,no,no,unknown

673321380595765248,no,no,unknown

673617436889980928,no,no,unknown

668590628490616833,no,no,unknown

672023284578451456,yes,no,unknown

672557700803350529,yes,no,unknown

669939597426733060,yes,no,unknown

679982491466383360,no,no,unknown

687282230264246272,no,no,unknown

667862646838816768,yes,no,unknown

672537333401526272,yes,no,unknown

671970339220529152,no,no,unknown

667352445119561732,no,no,unknown

665870386270072832,no,no,unknown

680589676483198977,no,no,unknown

674754469415026689,no,no,unknown

669683064256241664,no,no,unknown

672845489818247168,no,no,unknown

685227844553863169,no,no,unknown

677909323289350145,no,no,unknown

667812330713968641,no,no,unknown

667270090577047553,no,no,unknown

674288251683921921,yes,no,unknown

668877174884167680,no,no,unknown

665012478053494784,yes,violence,2015-11-12

686582525662224388,no,no,unknown

666218668171374592,yes,no,unknown

675875148386467840,no,no,unknown

687742280871051264,no,no,unknown

673636075659763713,yes,no,unknown

671855220687806464,no,no,unknown

675445925498634240,no,no,unknown

674806445792186368,no,no,unknown

686594791820361729,no,no,unknown

684060082162798592,no,no,unknown

665469775557062656,yes,no,unknown

673285366523273216,no,no,unknown

672504894973169664,no,no,unknown

670068897828216832,yes,malpractice,2015-11-26

671503687697715200,no,no,unknown

665501525901492224,no,no,unknown

669488836406345728,no,no,unknown

671962744812359680,no,no,unknown

676104554535100418,no,no,unknown

674176255034441728,no,no,unknown

684119822532218882,no,no,unknown

676382443646148608,no,no,unknown

682005221447303173,no,no,unknown

676886982707027969,no,no,unknown

673997529982353408,no,no,unknown

667181757272297473,no,no,unknown

676855720218927105,no,no,unknown

672735368135901184,no,no,unknown

684466115024678912,yes,no,unknown

673686717233254400,no,no,unknown

674406501532827649,no,no,unknown

679535744919166976,no,no,unknown

667172980053643264,yes,no,unknown

671718185163497474,yes,no,unknown

666433262504554496,no,no,unknown

684069483498090496,no,no,unknown

661668483231543296,yes,no,unknown

684155196633694209,yes,no,unknown

669359422712504320,no,no,unknown

671758233673969664,no,no,unknown

672458162734292992,yes,no,unknown

671356308625498112,no,no,unknown

667317824654700545,yes,no,unknown

667026437346607104,yes,no,unknown

666274662385479682,no,no,unknown

675474742946750464,no,no,unknown

673915467430502400,no,no,unknown

675073869418491904,yes,no,unknown

684037834873765888,no,no,unknown

675714902586212352,no,no,unknown

679909905243979776,no,no,unknown

676329928003072000,no,no,unknown

672790987551346690,no,no,unknown

674292400223842304,no,no,unknown

671264784487211008,yes,no,unknown

680083620795645952,no,no,unknown

668981770008829952,yes,malpractice,2015-11-23

670332311796211712,no,no,unknown

669921404901543936,no,no,unknown

664825992184258560,yes,no,unknown

673376496468250624,yes,no,unknown

669570299583700992,no,no,unknown

675062782845444096,yes,no,unknown

669309805631287296,yes,violence,2015-11-24

687492028901527552,no,no,unknown

673529254831869952,yes,no,unknown

673708268322209792,no,no,unknown

666573151577468928,yes,no,unknown

665712918650949632,no,no,unknown

670680639390265344,yes,violence,2015-11-28

670748691498692609,yes,no,unknown

665361076297596930,yes,no,unknown

673162285557399552,yes,no,unknown

673170394396798977,no,no,unknown

669958634160398339,yes,no,unknown

670250849604534272,no,no,unknown

684893719527583744,no,no,unknown

662699098118553600,yes,no,unknown

671571843908792320,yes,no,unknown

669958108559638528,yes,no,unknown

664418088373252096,yes,no,unknown

